ID,SDC_GENDER,SDC_INCOME
SYN_586224622,1,NA
SYN_586224623,1,6
SYN_586224624,1,7
SYN_586224625,2,2
SYN_586224626,1,6
SYN_586224627,2,7
SYN_586224628,1,6
SYN_586224629,2,6
SYN_586224630,2,5
SYN_586224631,1,6
SYN_586224632,2,NA
SYN_586224633,2,NA
SYN_586224634,1,6
SYN_586224635,2,7
SYN_586224636,1,4
SYN_586224637,1,6
SYN_586224638,1,8
SYN_586224639,2,4
SYN_586224640,1,3
SYN_586224641,1,3
SYN_586224642,2,6
SYN_586224643,2,NA
SYN_586224644,1,NA
SYN_586224645,1,4
SYN_586224646,1,6
SYN_586224647,2,8
SYN_586224648,2,2
SYN_586224649,1,7
SYN_586224650,2,5
SYN_586224651,1,4
SYN_586224652,2,5
SYN_586224653,2,3
SYN_586224654,2,2
SYN_586224655,2,7
SYN_586224656,2,7
SYN_586224657,2,5
SYN_586224658,2,NA
SYN_586224659,1,3
SYN_586224660,2,NA
SYN_586224661,2,4
SYN_586224662,2,2
SYN_586224663,1,NA
SYN_586224664,2,5
SYN_586224665,1,5
SYN_586224666,1,7
SYN_586224667,2,NA
SYN_586224668,2,NA
SYN_586224669,2,4
SYN_586224670,2,3
SYN_586224671,2,5
SYN_586224672,2,5
SYN_586224673,2,NA
SYN_586224674,2,NA
SYN_586224675,2,7
SYN_586224676,1,5
SYN_586224677,1,NA
SYN_586224678,1,7
SYN_586224679,2,4
SYN_586224680,2,4
SYN_586224681,2,2
SYN_586224682,2,4
SYN_586224683,1,3
SYN_586224684,2,NA
SYN_586224685,2,4
SYN_586224686,1,7
SYN_586224687,1,4
SYN_586224688,2,NA
SYN_586224689,2,NA
SYN_586224690,1,4
SYN_586224691,1,NA
SYN_586224692,2,5
SYN_586224693,1,3
SYN_586224694,2,8
SYN_586224695,2,3
SYN_586224696,1,6
SYN_586224697,2,4
SYN_586224698,1,7
SYN_586224699,2,6
SYN_586224700,2,NA
SYN_586224701,2,8
SYN_586224702,1,6
SYN_586224703,1,4
SYN_586224704,2,NA
SYN_586224705,1,4
SYN_586224706,2,5
SYN_586224707,2,4
SYN_586224708,2,7
SYN_586224709,2,NA
SYN_586224710,2,NA
SYN_586224711,1,4
SYN_586224712,2,NA
SYN_586224713,2,NA
SYN_586224714,2,NA
SYN_586224715,2,6
SYN_586224716,2,6
SYN_586224717,2,6
SYN_586224718,1,6
SYN_586224719,1,6
SYN_586224720,2,1
SYN_586224721,2,3
SYN_586224722,2,6
SYN_586224723,1,3
SYN_586224724,2,4
SYN_586224725,1,4
SYN_586224726,2,4
SYN_586224727,2,NA
SYN_586224728,2,7
SYN_586224729,1,3
SYN_586224730,2,6
SYN_586224731,2,2
SYN_586224732,2,5
SYN_586224733,2,4
SYN_586224734,2,8
SYN_586224735,2,5
SYN_586224736,2,NA
SYN_586224737,2,5
SYN_586224738,2,4
SYN_586224739,2,8
SYN_586224740,2,3
SYN_586224741,2,5
SYN_586224742,2,6
SYN_586224743,2,NA
SYN_586224744,2,5
SYN_586224745,1,NA
SYN_586224746,2,6
SYN_586224747,1,NA
SYN_586224748,2,3
SYN_586224749,2,2
SYN_586224750,1,5
SYN_586224751,1,4
SYN_586224752,2,3
SYN_586224753,1,7
SYN_586224754,2,2
SYN_586224755,1,8
SYN_586224756,1,6
SYN_586224757,2,2
SYN_586224758,1,6
SYN_586224759,2,6
SYN_586224760,2,4
SYN_586224761,2,5
SYN_586224762,1,4
SYN_586224763,2,8
SYN_586224764,1,4
SYN_586224765,1,4
SYN_586224766,1,4
SYN_586224767,2,6
SYN_586224768,2,8
SYN_586224769,1,NA
SYN_586224770,2,3
SYN_586224771,1,5
SYN_586224772,2,5
SYN_586224773,1,6
SYN_586224774,1,6
SYN_586224775,2,2
SYN_586224776,2,3
SYN_586224777,2,NA
SYN_586224778,1,3
SYN_586224779,2,4
SYN_586224780,2,NA
SYN_586224781,1,NA
SYN_586224782,2,3
SYN_586224783,2,6
SYN_586224784,1,3
SYN_586224785,2,3
SYN_586224786,1,4
SYN_586224787,1,4
SYN_586224788,2,3
SYN_586224789,1,5
SYN_586224790,2,8
SYN_586224791,2,6
SYN_586224792,1,5
SYN_586224793,2,4
SYN_586224794,2,7
SYN_586224795,2,7
SYN_586224796,2,NA
SYN_586224797,1,8
SYN_586224798,2,NA
SYN_586224799,2,5
SYN_586224800,1,7
SYN_586224801,1,NA
SYN_586224802,1,4
SYN_586224803,2,6
SYN_586224804,2,6
SYN_586224805,2,NA
SYN_586224806,1,2
SYN_586224807,2,3
SYN_586224808,2,8
SYN_586224809,2,4
SYN_586224810,2,2
SYN_586224811,2,5
SYN_586224812,1,6
SYN_586224813,2,4
SYN_586224814,2,7
SYN_586224815,2,3
SYN_586224816,2,NA
SYN_586224817,2,NA
SYN_586224818,2,8
SYN_586224819,2,6
SYN_586224820,2,4
SYN_586224821,1,3
SYN_586224822,2,7
SYN_586224823,1,3
SYN_586224824,2,3
SYN_586224825,1,3
SYN_586224826,1,2
SYN_586224827,1,7
SYN_586224828,1,4
SYN_586224829,1,4
SYN_586224830,1,4
SYN_586224831,2,4
SYN_586224832,2,2
SYN_586224833,2,6
SYN_586224834,2,NA
SYN_586224835,1,5
SYN_586224836,2,8
SYN_586224837,2,3
SYN_586224838,1,5
SYN_586224839,1,3
SYN_586224840,2,6
SYN_586224841,1,5
SYN_586224842,2,6
SYN_586224843,2,5
SYN_586224844,2,6
SYN_586224845,1,4
SYN_586224846,1,8
SYN_586224847,2,NA
SYN_586224848,1,NA
SYN_586224849,2,4
SYN_586224850,2,3
SYN_586224851,2,6
SYN_586224852,2,4
SYN_586224853,2,6
SYN_586224854,1,8
SYN_586224855,2,6
SYN_586224856,2,6
SYN_586224857,1,5
SYN_586224858,1,7
SYN_586224859,2,7
SYN_586224860,2,4
SYN_586224861,2,8
SYN_586224862,1,6
SYN_586224863,1,3
SYN_586224864,2,6
SYN_586224865,2,6
SYN_586224866,2,5
SYN_586224867,2,7
SYN_586224868,2,6
SYN_586224869,1,7
SYN_586224870,1,8
SYN_586224871,2,3
SYN_586224872,1,3
SYN_586224873,2,2
SYN_586224874,2,NA
SYN_586224875,1,NA
SYN_586224876,2,5
SYN_586224877,1,4
SYN_586224878,1,8
SYN_586224879,2,NA
SYN_586224880,1,7
SYN_586224881,1,3
SYN_586224882,2,5
SYN_586224883,2,NA
SYN_586224884,2,5
SYN_586224885,2,NA
SYN_586224886,1,4
SYN_586224887,1,6
SYN_586224888,1,NA
SYN_586224889,1,7
SYN_586224890,1,NA
SYN_586224891,2,6
SYN_586224892,2,5
SYN_586224893,1,7
SYN_586224894,2,4
SYN_586224895,1,4
SYN_586224896,1,NA
SYN_586224897,1,8
SYN_586224898,1,NA
SYN_586224899,2,4
SYN_586224900,1,5
SYN_586224901,1,4
SYN_586224902,2,6
SYN_586224903,1,NA
SYN_586224904,1,7
SYN_586224905,2,6
SYN_586224906,1,7
SYN_586224907,2,NA
SYN_586224908,2,6
SYN_586224909,1,NA
SYN_586224910,2,3
SYN_586224911,2,4
SYN_586224912,2,2
SYN_586224913,1,5
SYN_586224914,2,4
SYN_586224915,1,4
SYN_586224916,2,8
SYN_586224917,2,NA
SYN_586224918,1,NA
SYN_586224919,1,4
SYN_586224920,2,7
SYN_586224921,2,1
SYN_586224922,1,NA
SYN_586224923,2,4
SYN_586224924,1,NA
SYN_586224925,2,5
SYN_586224926,2,4
SYN_586224927,2,4
SYN_586224928,2,NA
SYN_586224929,2,6
SYN_586224930,2,3
SYN_586224931,2,NA
SYN_586224932,2,6
SYN_586224933,2,6
SYN_586224934,1,6
SYN_586224935,2,4
SYN_586224936,2,4
SYN_586224937,2,6
SYN_586224938,1,6
SYN_586224939,2,5
SYN_586224940,1,6
SYN_586224941,2,NA
SYN_586224942,2,NA
SYN_586224943,2,2
SYN_586224944,2,NA
SYN_586224945,2,NA
SYN_586224946,2,3
SYN_586224947,2,5
SYN_586224948,1,3
SYN_586224949,1,NA
SYN_586224950,2,2
SYN_586224951,2,6
SYN_586224952,2,6
SYN_586224953,2,6
SYN_586224954,1,NA
SYN_586224955,2,3
SYN_586224956,2,4
SYN_586224957,2,NA
SYN_586224958,2,4
SYN_586224959,1,4
SYN_586224960,2,NA
SYN_586224961,2,4
SYN_586224962,2,6
SYN_586224963,1,3
SYN_586224964,2,4
SYN_586224965,2,NA
SYN_586224966,2,8
SYN_586224967,2,NA
SYN_586224968,2,6
SYN_586224969,2,NA
SYN_586224970,2,6
SYN_586224971,1,8
SYN_586224972,1,2
SYN_586224973,2,5
SYN_586224974,2,5
SYN_586224975,2,NA
SYN_586224976,2,7
SYN_586224977,1,NA
SYN_586224978,1,7
SYN_586224979,1,4
SYN_586224980,2,NA
SYN_586224981,2,4
SYN_586224982,2,5
SYN_586224983,2,4
SYN_586224984,1,4
SYN_586224985,2,2
SYN_586224986,2,6
SYN_586224987,1,6
SYN_586224988,1,NA
SYN_586224989,2,3
SYN_586224990,2,5
SYN_586224991,1,NA
SYN_586224992,2,6
SYN_586224993,2,4
SYN_586224994,1,3
SYN_586224995,2,8
SYN_586224996,2,5
SYN_586224997,2,5
SYN_586224998,1,5
SYN_586224999,2,4
SYN_586225000,2,7
SYN_586225001,1,8
SYN_586225002,2,NA
SYN_586225003,1,NA
SYN_586225004,2,NA
SYN_586225005,2,4
SYN_586225006,1,4
SYN_586225007,2,5
SYN_586225008,1,5
SYN_586225009,2,5
SYN_586225010,1,4
SYN_586225011,2,6
SYN_586225012,2,6
SYN_586225013,2,NA
SYN_586225014,1,NA
SYN_586225015,2,4
SYN_586225016,1,5
SYN_586225017,2,3
SYN_586225018,2,8
SYN_586225019,2,3
SYN_586225020,1,6
SYN_586225021,2,6
SYN_586225022,2,4
SYN_586225023,1,2
SYN_586225024,2,5
SYN_586225025,2,6
SYN_586225026,1,6
SYN_586225027,2,1
SYN_586225028,1,7
SYN_586225029,2,NA
SYN_586225030,1,6
SYN_586225031,2,4
SYN_586225032,2,4
SYN_586225033,2,7
SYN_586225034,1,6
SYN_586225035,2,4
SYN_586225036,2,5
SYN_586225037,2,3
SYN_586225038,2,5
SYN_586225039,2,6
SYN_586225040,2,6
SYN_586225041,1,NA
SYN_586225042,2,NA
SYN_586225043,2,4
SYN_586225044,1,3
SYN_586225045,2,NA
SYN_586225046,2,3
SYN_586225047,1,3
SYN_586225048,1,8
SYN_586225049,1,5
SYN_586225050,2,7
SYN_586225051,2,6
SYN_586225052,1,NA
SYN_586225053,2,8
SYN_586225054,1,6
SYN_586225055,1,NA
SYN_586225056,2,5
SYN_586225057,2,5
SYN_586225058,1,NA
SYN_586225059,2,1
SYN_586225060,1,6
SYN_586225061,2,1
SYN_586225062,1,6
SYN_586225063,2,2
SYN_586225064,1,7
SYN_586225065,2,4
SYN_586225066,1,3
SYN_586225067,1,6
SYN_586225068,1,7
SYN_586225069,1,5
SYN_586225070,1,7
SYN_586225071,1,5
SYN_586225072,2,6
SYN_586225073,2,NA
SYN_586225074,2,8
SYN_586225075,2,4
SYN_586225076,2,3
SYN_586225077,1,6
SYN_586225078,2,3
SYN_586225079,2,3
SYN_586225080,1,3
SYN_586225081,2,5
SYN_586225082,2,1
SYN_586225083,2,6
SYN_586225084,2,NA
SYN_586225085,2,2
SYN_586225086,1,4
SYN_586225087,2,8
SYN_586225088,2,NA
SYN_586225089,2,6
SYN_586225090,2,3
SYN_586225091,2,3
SYN_586225092,2,NA
SYN_586225093,2,NA
SYN_586225094,1,NA
SYN_586225095,1,7
SYN_586225096,2,5
SYN_586225097,1,4
SYN_586225098,2,5
SYN_586225099,1,7
SYN_586225100,1,6
SYN_586225101,2,6
SYN_586225102,2,6
SYN_586225103,1,8
SYN_586225104,2,4
SYN_586225105,2,4
SYN_586225106,2,NA
SYN_586225107,2,NA
SYN_586225108,2,7
SYN_586225109,2,5
SYN_586225110,2,8
SYN_586225111,2,4
SYN_586225112,1,5
SYN_586225113,2,NA
SYN_586225114,2,NA
SYN_586225115,2,NA
SYN_586225116,1,NA
SYN_586225117,1,NA
SYN_586225118,2,5
SYN_586225119,2,7
SYN_586225120,1,6
SYN_586225121,2,NA
SYN_586225122,1,6
SYN_586225123,2,NA
SYN_586225124,2,6
SYN_586225125,1,6
SYN_586225126,2,6
SYN_586225127,2,NA
SYN_586225128,1,NA
SYN_586225129,2,3
SYN_586225130,1,8
SYN_586225131,2,4
SYN_586225132,1,NA
SYN_586225133,2,2
SYN_586225134,2,NA
SYN_586225135,1,NA
SYN_586225136,2,3
SYN_586225137,1,5
SYN_586225138,2,6
SYN_586225139,1,4
SYN_586225140,2,6
SYN_586225141,2,4
SYN_586225142,2,6
SYN_586225143,2,6
SYN_586225144,1,3
SYN_586225145,2,4
SYN_586225146,2,3
SYN_586225147,1,NA
SYN_586225148,1,8
SYN_586225149,2,3
SYN_586225150,2,4
SYN_586225151,2,4
SYN_586225152,2,NA
SYN_586225153,1,6
SYN_586225154,2,4
SYN_586225155,1,5
SYN_586225156,2,NA
SYN_586225157,2,8
SYN_586225158,2,6
SYN_586225159,2,7
SYN_586225160,2,8
SYN_586225161,2,5
SYN_586225162,2,5
SYN_586225163,2,NA
SYN_586225164,2,5
SYN_586225165,2,NA
SYN_586225166,2,5
SYN_586225167,2,3
SYN_586225168,1,5
SYN_586225169,2,4
SYN_586225170,2,3
SYN_586225171,1,3
SYN_586225172,1,4
SYN_586225173,1,4
SYN_586225174,2,6
SYN_586225175,1,3
SYN_586225176,1,NA
SYN_586225177,2,3
SYN_586225178,1,3
SYN_586225179,1,2
SYN_586225180,2,6
SYN_586225181,2,7
SYN_586225182,2,6
SYN_586225183,1,6
SYN_586225184,2,8
SYN_586225185,2,5
SYN_586225186,1,6
SYN_586225187,2,3
SYN_586225188,2,2
SYN_586225189,2,5
SYN_586225190,2,7
SYN_586225191,2,4
SYN_586225192,2,NA
SYN_586225193,1,NA
SYN_586225194,2,NA
SYN_586225195,1,4
SYN_586225196,1,8
SYN_586225197,2,3
SYN_586225198,1,6
SYN_586225199,1,8
SYN_586225200,2,6
SYN_586225201,1,7
SYN_586225202,2,4
SYN_586225203,1,6
SYN_586225204,1,8
SYN_586225205,1,5
SYN_586225206,1,7
SYN_586225207,1,4
SYN_586225208,2,6
SYN_586225209,1,6
SYN_586225210,1,3
SYN_586225211,2,4
SYN_586225212,2,6
SYN_586225213,1,2
SYN_586225214,2,7
SYN_586225215,1,3
SYN_586225216,2,3
SYN_586225217,1,7
SYN_586225218,1,7
SYN_586225219,2,NA
SYN_586225220,2,7
SYN_586225221,1,4
SYN_586225222,2,6
SYN_586225223,2,5
SYN_586225224,1,3
SYN_586225225,2,8
SYN_586225226,2,4
SYN_586225227,2,3
SYN_586225228,2,3
SYN_586225229,2,5
SYN_586225230,2,NA
SYN_586225231,2,3
SYN_586225232,2,NA
SYN_586225233,2,3
SYN_586225234,2,5
SYN_586225235,1,3
SYN_586225236,1,6
SYN_586225237,2,5
SYN_586225238,2,5
SYN_586225239,2,4
SYN_586225240,2,6
SYN_586225241,1,5
SYN_586225242,2,NA
SYN_586225243,2,2
SYN_586225244,1,3
SYN_586225245,1,NA
SYN_586225246,2,2
SYN_586225247,1,6
SYN_586225248,2,3
SYN_586225249,2,5
SYN_586225250,1,NA
SYN_586225251,2,NA
SYN_586225252,2,NA
SYN_586225253,2,NA
SYN_586225254,2,5
SYN_586225255,2,5
SYN_586225256,1,8
SYN_586225257,1,NA
SYN_586225258,2,6
SYN_586225259,1,8
SYN_586225260,2,4
SYN_586225261,1,4
SYN_586225262,1,5
SYN_586225263,2,6
SYN_586225264,2,3
SYN_586225265,1,5
SYN_586225266,1,6
SYN_586225267,1,5
SYN_586225268,2,4
SYN_586225269,2,6
SYN_586225270,2,4
SYN_586225271,2,7
SYN_586225272,2,NA
SYN_586225273,1,2
SYN_586225274,2,3
SYN_586225275,1,NA
SYN_586225276,2,2
SYN_586225277,1,NA
SYN_586225278,2,3
SYN_586225279,1,NA
SYN_586225280,1,6
SYN_586225281,1,NA
SYN_586225282,1,7
SYN_586225283,1,6
SYN_586225284,1,2
SYN_586225285,2,7
SYN_586225286,2,6
SYN_586225287,2,4
SYN_586225288,1,5
SYN_586225289,2,5
SYN_586225290,1,8
SYN_586225291,1,NA
SYN_586225292,1,6
SYN_586225293,1,NA
SYN_586225294,2,NA
SYN_586225295,1,8
SYN_586225296,2,5
SYN_586225297,1,4
SYN_586225298,2,4
SYN_586225299,1,8
SYN_586225300,2,4
SYN_586225301,1,5
SYN_586225302,1,4
SYN_586225303,2,NA
SYN_586225304,2,7
SYN_586225305,2,4
SYN_586225306,1,8
SYN_586225307,2,5
SYN_586225308,2,NA
SYN_586225309,1,3
SYN_586225310,1,2
SYN_586225311,1,5
SYN_586225312,2,8
SYN_586225313,2,6
SYN_586225314,2,2
SYN_586225315,2,4
SYN_586225316,1,5
SYN_586225317,1,NA
SYN_586225318,2,5
SYN_586225319,1,3
SYN_586225320,2,3
SYN_586225321,1,4
SYN_586225322,2,8
SYN_586225323,1,3
SYN_586225324,2,NA
SYN_586225325,2,1
SYN_586225326,2,3
SYN_586225327,2,7
SYN_586225328,2,3
SYN_586225329,2,5
SYN_586225330,1,7
SYN_586225331,2,8
SYN_586225332,2,8
SYN_586225333,2,1
SYN_586225334,1,5
SYN_586225335,2,6
SYN_586225336,1,NA
SYN_586225337,1,5
SYN_586225338,1,5
SYN_586225339,2,8
SYN_586225340,1,3
SYN_586225341,1,3
SYN_586225342,2,7
SYN_586225343,2,4
SYN_586225344,1,3
SYN_586225345,1,NA
SYN_586225346,2,3
SYN_586225347,1,3
SYN_586225348,2,3
SYN_586225349,2,7
SYN_586225350,2,3
SYN_586225351,1,NA
SYN_586225352,1,4
SYN_586225353,2,5
SYN_586225354,1,6
SYN_586225355,1,6
SYN_586225356,2,6
SYN_586225357,2,3
SYN_586225358,1,7
SYN_586225359,1,7
SYN_586225360,2,3
SYN_586225361,1,2
SYN_586225362,2,2
SYN_586225363,2,1
SYN_586225364,2,NA
SYN_586225365,1,5
SYN_586225366,2,4
SYN_586225367,2,5
SYN_586225368,1,2
SYN_586225369,2,4
SYN_586225370,2,7
SYN_586225371,2,NA
SYN_586225372,2,4
SYN_586225373,2,6
SYN_586225374,2,4
SYN_586225375,2,3
SYN_586225376,2,NA
SYN_586225377,1,4
SYN_586225378,1,4
SYN_586225379,2,3
SYN_586225380,1,5
SYN_586225381,2,5
SYN_586225382,2,3
SYN_586225383,1,5
SYN_586225384,1,6
SYN_586225385,1,4
SYN_586225386,2,6
SYN_586225387,2,2
SYN_586225388,2,7
SYN_586225389,2,4
SYN_586225390,2,5
SYN_586225391,1,NA
SYN_586225392,1,NA
SYN_586225393,2,NA
SYN_586225394,2,8
SYN_586225395,2,3
SYN_586225396,1,3
SYN_586225397,1,5
SYN_586225398,1,2
SYN_586225399,2,5
SYN_586225400,2,4
SYN_586225401,1,NA
SYN_586225402,2,3
SYN_586225403,2,2
SYN_586225404,2,4
SYN_586225405,2,4
SYN_586225406,2,5
SYN_586225407,2,NA
SYN_586225408,1,6
SYN_586225409,1,5
SYN_586225410,2,4
SYN_586225411,1,7
SYN_586225412,1,5
SYN_586225413,2,NA
SYN_586225414,2,2
SYN_586225415,2,NA
SYN_586225416,1,5
SYN_586225417,1,5
SYN_586225418,2,7
SYN_586225419,1,4
SYN_586225420,2,2
SYN_586225421,2,7
SYN_586225422,1,5
SYN_586225423,2,6
SYN_586225424,1,6
SYN_586225425,1,NA
SYN_586225426,1,4
SYN_586225427,1,1
SYN_586225428,2,NA
SYN_586225429,2,3
SYN_586225430,2,NA
SYN_586225431,2,5
SYN_586225432,2,5
SYN_586225433,1,5
SYN_586225434,2,NA
SYN_586225435,2,5
SYN_586225436,1,3
SYN_586225437,2,3
SYN_586225438,2,2
SYN_586225439,2,6
SYN_586225440,1,6
SYN_586225441,2,4
SYN_586225442,2,6
SYN_586225443,1,5
SYN_586225444,1,6
SYN_586225445,1,7
SYN_586225446,2,6
SYN_586225447,2,NA
SYN_586225448,2,NA
SYN_586225449,2,8
SYN_586225450,2,3
SYN_586225451,2,4
SYN_586225452,2,2
SYN_586225453,1,NA
SYN_586225454,2,NA
SYN_586225455,1,4
SYN_586225456,1,6
SYN_586225457,2,4
SYN_586225458,1,3
SYN_586225459,2,3
SYN_586225460,2,NA
SYN_586225461,2,3
SYN_586225462,1,3
SYN_586225463,2,NA
SYN_586225464,1,5
SYN_586225465,2,6
SYN_586225466,2,NA
SYN_586225467,2,NA
SYN_586225468,2,3
SYN_586225469,2,NA
SYN_586225470,2,5
SYN_586225471,2,3
SYN_586225472,2,4
SYN_586225473,2,6
SYN_586225474,1,5
SYN_586225475,2,6
SYN_586225476,2,5
SYN_586225477,2,6
SYN_586225478,1,6
SYN_586225479,2,3
SYN_586225480,2,4
SYN_586225481,2,5
SYN_586225482,2,3
SYN_586225483,2,6
SYN_586225484,2,NA
SYN_586225485,2,NA
SYN_586225486,2,5
SYN_586225487,2,NA
SYN_586225488,2,5
SYN_586225489,2,7
SYN_586225490,2,NA
SYN_586225491,1,7
SYN_586225492,1,5
SYN_586225493,2,2
SYN_586225494,2,2
SYN_586225495,2,4
SYN_586225496,2,6
SYN_586225497,1,8
SYN_586225498,2,3
SYN_586225499,2,2
SYN_586225500,2,3
SYN_586225501,2,3
SYN_586225502,2,3
SYN_586225503,2,5
SYN_586225504,1,6
SYN_586225505,2,NA
SYN_586225506,2,4
SYN_586225507,1,6
SYN_586225508,2,2
SYN_586225509,1,5
SYN_586225510,2,8
SYN_586225511,1,3
SYN_586225512,2,4
SYN_586225513,1,NA
SYN_586225514,2,4
SYN_586225515,2,NA
SYN_586225516,2,3
SYN_586225517,2,5
SYN_586225518,1,3
SYN_586225519,2,3
SYN_586225520,2,3
SYN_586225521,2,NA
SYN_586225522,2,6
SYN_586225523,1,8
SYN_586225524,2,4
SYN_586225525,2,7
SYN_586225526,2,5
SYN_586225527,1,5
SYN_586225528,2,NA
SYN_586225529,2,4
SYN_586225530,1,5
SYN_586225531,2,6
SYN_586225532,2,4
SYN_586225533,2,NA
SYN_586225534,1,4
SYN_586225535,2,4
SYN_586225536,1,NA
SYN_586225537,2,NA
SYN_586225538,2,3
SYN_586225539,1,2
SYN_586225540,1,8
SYN_586225541,2,3
SYN_586225542,1,7
SYN_586225543,1,4
SYN_586225544,1,8
SYN_586225545,1,4
SYN_586225546,1,3
SYN_586225547,2,2
SYN_586225548,2,4
SYN_586225549,2,3
SYN_586225550,2,6
SYN_586225551,2,8
SYN_586225552,1,3
SYN_586225553,1,NA
SYN_586225554,2,4
SYN_586225555,2,6
SYN_586225556,2,4
SYN_586225557,2,NA
SYN_586225558,2,4
SYN_586225559,1,7
SYN_586225560,2,5
SYN_586225561,2,7
SYN_586225562,1,6
SYN_586225563,2,7
SYN_586225564,1,5
SYN_586225565,2,2
SYN_586225566,2,4
SYN_586225567,2,2
SYN_586225568,2,4
SYN_586225569,1,4
SYN_586225570,1,3
SYN_586225571,1,5
SYN_586225572,2,8
SYN_586225573,2,NA
SYN_586225574,2,6
SYN_586225575,2,7
SYN_586225576,1,2
SYN_586225577,2,4
SYN_586225578,2,7
SYN_586225579,1,7
SYN_586225580,2,3
SYN_586225581,2,5
SYN_586225582,1,4
SYN_586225583,1,6
SYN_586225584,1,5
SYN_586225585,1,5
SYN_586225586,2,6
SYN_586225587,2,NA
SYN_586225588,2,5
SYN_586225589,1,6
SYN_586225590,2,NA
SYN_586225591,2,3
SYN_586225592,1,5
SYN_586225593,2,3
SYN_586225594,2,NA
SYN_586225595,2,NA
SYN_586225596,2,NA
SYN_586225597,1,NA
SYN_586225598,2,3
SYN_586225599,2,3
SYN_586225600,1,5
SYN_586225601,1,4
SYN_586225602,1,8
SYN_586225603,2,5
SYN_586225604,1,2
SYN_586225605,2,NA
SYN_586225606,1,4
SYN_586225607,1,6
SYN_586225608,2,8
SYN_586225609,2,5
SYN_586225610,2,6
SYN_586225611,1,5
SYN_586225612,1,6
SYN_586225613,1,6
SYN_586225614,2,4
SYN_586225615,2,5
SYN_586225616,2,5
SYN_586225617,2,5
SYN_586225618,1,7
SYN_586225619,1,4
SYN_586225620,2,2
SYN_586225621,1,3
SYN_586225622,2,4
SYN_586225623,2,1
SYN_586225624,2,7
SYN_586225625,2,1
SYN_586225626,2,4
SYN_586225627,1,8
SYN_586225628,1,4
SYN_586225629,1,6
SYN_586225630,2,2
SYN_586225631,1,4
SYN_586225632,2,4
SYN_586225633,2,3
SYN_586225634,1,6
SYN_586225635,2,5
SYN_586225636,1,NA
SYN_586225637,1,5
SYN_586225638,1,3
SYN_586225639,1,6
SYN_586225640,2,3
SYN_586225641,2,NA
SYN_586225642,2,NA
SYN_586225643,2,NA
SYN_586225644,2,6
SYN_586225645,2,7
SYN_586225646,1,8
SYN_586225647,1,NA
SYN_586225648,2,NA
SYN_586225649,1,6
SYN_586225650,2,5
SYN_586225651,2,3
SYN_586225652,1,2
SYN_586225653,1,3
SYN_586225654,1,4
SYN_586225655,2,5
SYN_586225656,1,NA
SYN_586225657,1,NA
SYN_586225658,2,NA
SYN_586225659,2,NA
SYN_586225660,2,4
SYN_586225661,2,3
SYN_586225662,2,NA
SYN_586225663,1,6
SYN_586225664,2,7
SYN_586225665,2,2
SYN_586225666,1,3
SYN_586225667,2,7
SYN_586225668,1,6
SYN_586225669,2,7
SYN_586225670,1,NA
SYN_586225671,2,3
SYN_586225672,2,5
SYN_586225673,1,5
SYN_586225674,1,5
SYN_586225675,2,5
SYN_586225676,1,8
SYN_586225677,2,5
SYN_586225678,2,7
SYN_586225679,1,6
SYN_586225680,2,7
SYN_586225681,1,1
SYN_586225682,1,4
SYN_586225683,2,5
SYN_586225684,1,2
SYN_586225685,1,NA
SYN_586225686,2,5
SYN_586225687,2,1
SYN_586225688,1,NA
SYN_586225689,2,7
SYN_586225690,1,4
SYN_586225691,1,8
SYN_586225692,2,NA
SYN_586225693,2,3
SYN_586225694,2,4
SYN_586225695,1,7
SYN_586225696,1,3
SYN_586225697,2,5
SYN_586225698,2,4
SYN_586225699,2,3
SYN_586225700,1,5
SYN_586225701,2,2
SYN_586225702,2,4
SYN_586225703,1,8
SYN_586225704,1,6
SYN_586225705,2,6
SYN_586225706,1,8
SYN_586225707,1,NA
SYN_586225708,2,5
SYN_586225709,2,NA
SYN_586225710,2,NA
SYN_586225711,2,3
SYN_586225712,1,3
SYN_586225713,1,NA
SYN_586225714,1,3
SYN_586225715,2,6
SYN_586225716,1,6
SYN_586225717,1,NA
SYN_586225718,2,3
SYN_586225719,2,NA
SYN_586225720,2,6
SYN_586225721,2,5
SYN_586225722,2,5
SYN_586225723,2,NA
SYN_586225724,1,6
SYN_586225725,1,NA
SYN_586225726,1,3
SYN_586225727,2,8
SYN_586225728,2,5
SYN_586225729,2,4
SYN_586225730,2,5
SYN_586225731,2,7
SYN_586225732,1,7
SYN_586225733,2,2
SYN_586225734,1,7
SYN_586225735,2,7
SYN_586225736,2,6
SYN_586225737,1,NA
SYN_586225738,2,7
SYN_586225739,2,5
SYN_586225740,1,4
SYN_586225741,2,4
SYN_586225742,2,8
SYN_586225743,2,2
SYN_586225744,1,5
SYN_586225745,2,4
SYN_586225746,1,NA
SYN_586225747,2,NA
SYN_586225748,1,NA
SYN_586225749,2,NA
SYN_586225750,2,6
SYN_586225751,2,8
SYN_586225752,1,8
SYN_586225753,2,5
SYN_586225754,2,5
SYN_586225755,1,6
SYN_586225756,2,6
SYN_586225757,1,5
SYN_586225758,2,6
SYN_586225759,1,5
SYN_586225760,2,NA
SYN_586225761,2,5
SYN_586225762,2,NA
SYN_586225763,2,8
SYN_586225764,1,5
SYN_586225765,2,1
SYN_586225766,2,4
SYN_586225767,1,4
